link,label,current_slice_id,future_slice_id,time_diff,current_speed_min,current_speed_max,current_speed_mean,current_speed_std,current_eta_min,current_eta_max,current_eta_mean,current_eta_std,current_cnt_min,current_cnt_max,current_cnt_mean,current_cnt_std,current__state_min,current__state_max,current_comstate,his_28_speed_min,his_28_speed_max,his_28_speed_mean,his_28_speed_std,his_28_eta_min,his_28_eta_max,his_28_eta_mean,his_28_eta_std,his_28_cnt_min,his_28_cnt_max,his_28_cnt_mean,his_28_cnt_std,his_28__state_min,his_28__state_max,his_28_comstate,his_21_speed_min,his_21_speed_max,his_21_speed_mean,his_21_speed_std,his_21_eta_min,his_21_eta_max,his_21_eta_mean,his_21_eta_std,his_21_cnt_min,his_21_cnt_max,his_21_cnt_mean,his_21_cnt_std,his_21__state_min,his_21__state_max,his_21_comstate,his_14_speed_min,his_14_speed_max,his_14_speed_mean,his_14_speed_std,his_14_eta_min,his_14_eta_max,his_14_eta_mean,his_14_eta_std,his_14_cnt_min,his_14_cnt_max,his_14_cnt_mean,his_14_cnt_std,his_14__state_min,his_14__state_max,his_14_comstate,his_7_speed_min,his_7_speed_max,his_7_speed_mean,his_7_speed_std,his_7_eta_min,his_7_eta_max,his_7_eta_mean,his_7_eta_std,his_7_cnt_min,his_7_cnt_max,his_7_cnt_mean,his_7_cnt_std,his_7__state_min,his_7__state_max,his_7_comstate,length,direction,path_class,speed_class,LaneNum,speed_limit,level,width
348288,0,1,1,5,33.8125,38.40625,36.8125,1.662109375,22.09375,23.296875,22.765625,0.399169921875,1,7,4.2,2.3151673805580453,1,1,1,27.59375,33.5,29.921875,2.173828125,24.59375,30.5,27.953125,2.373046875,1,5,2.8,1.6,1,1,1,30.5,41.5,34.21875,3.8515625,22.90625,41.5,28.046875,6.890625,1,3,1.6,0.8,1,1,1,29.40625,31.296875,30.546875,0.7197265625,23.203125,31.59375,28.578125,3.1875,4,5,4.2,0.4,1,1,1,30.5,33.8125,31.9375,1.146484375,25.59375,31.40625,28.3125,2.361328125,1,2,1.4,0.4898979485566356,1,1,1,74,3,5,6,2,11.111111,5,55
348288,1,1,1,15,9.1015625,21.5,14.1796875,5.12109375,17.296875,23.0,20.265625,2.208984375,2,4,2.8,0.7483314773547882,2,3,3,31.59375,39.3125,33.90625,2.787109375,25.09375,30.0,27.71875,1.62890625,1,2,1.2,0.4,1,1,1,36.09375,37.1875,36.96875,0.4375,23.203125,23.203125,23.203125,0.0,2,2,2.0,0.0,1,1,1,19.0,30.0,24.28125,4.4765625,22.90625,23.796875,23.359375,0.377197265625,1,2,1.8,0.4,1,2,1,25.203125,30.0,29.046875,1.9189453125,24.59375,26.0,25.15625,0.68896484375,1,1,1.0,0.0,1,1,1,74,3,5,6,2,11.111111,5,55
348288,0,4,4,14,26.59375,32.59375,30.296875,2.005859375,18.40625,30.796875,23.828125,4.0078125,3,9,6.2,2.1354156504062622,1,1,1,26.5,32.0,28.0625,1.9951171875,29.09375,31.703125,31.015625,0.9794921875,5,7,6.0,0.8944271909999159,1,1,1,23.0,30.09375,27.078125,2.775390625,24.09375,33.59375,28.109375,3.318359375,2,7,4.8,1.939071942966532,1,2,1,26.5,30.0,27.90625,1.212890625,21.09375,30.40625,24.59375,3.755859375,1,3,1.6,0.8,1,1,1,26.59375,28.703125,27.734375,0.75,24.90625,28.59375,26.734375,1.59375,6,12,8.6,1.9595917942265424,1,1,1,74,3,5,6,2,11.111111,5,55
348288,1,5,5,12,18.59375,31.09375,26.65625,4.37890625,28.203125,31.5,29.703125,1.0556640625,3,5,3.8,0.7483314773547882,1,2,1,17.703125,22.5,20.234375,1.8486328125,15.6015625,25.59375,19.84375,3.693359375,2,8,3.4,2.33238075793812,2,2,2,19.09375,22.59375,19.9375,1.3388671875,19.90625,21.296875,20.484375,0.490234375,4,10,7.4,2.33238075793812,2,2,2,20.90625,27.5,23.484375,2.49609375,23.40625,27.09375,25.453125,1.5126953125,4,8,5.6,1.4966629547095764,1,2,2,22.203125,30.0,26.296875,3.484375,23.09375,25.59375,23.78125,0.95751953125,1,4,2.4,1.2000000000000002,1,2,1,74,3,5,6,2,11.111111,5,55
348288,0,4,4,20,16.703125,31.59375,25.921875,6.9296875,16.90625,31.703125,24.078125,5.51953125,3,4,3.2,0.4,1,2,1,26.5,32.0,28.0625,1.9951171875,29.09375,31.703125,31.015625,0.9794921875,5,7,6.0,0.8944271909999159,1,1,1,23.0,30.09375,27.078125,2.775390625,24.09375,33.59375,28.109375,3.318359375,2,7,4.8,1.939071942966532,1,2,1,26.5,30.0,27.90625,1.212890625,21.09375,30.40625,24.59375,3.755859375,1,3,1.6,0.8,1,1,1,26.59375,28.703125,27.734375,0.75,24.90625,28.59375,26.734375,1.59375,6,12,8.6,1.9595917942265424,1,1,1,74,3,5,6,2,11.111111,5,55
348288,1,3,3,30,18.09375,21.59375,19.953125,1.1904296875,20.203125,24.40625,21.265625,1.60546875,4,7,5.4,1.0198039027185568,2,2,2,23.5,31.203125,28.0,2.52734375,23.796875,27.296875,25.09375,1.2001953125,3,5,4.0,0.6324555320336759,1,2,1,21.09375,26.40625,23.640625,2.234375,26.0,28.09375,27.203125,0.9814453125,3,5,4.2,0.7483314773547882,1,2,2,17.296875,19.703125,18.5,0.8310546875,20.296875,25.09375,22.5,1.6923828125,4,6,5.0,0.6324555320336759,2,2,2,17.796875,25.796875,20.359375,2.916015625,17.796875,20.296875,19.21875,0.806640625,3,6,4.0,1.095445115010332,1,2,2,74,3,5,6,2,11.111111,5,55
348288,0,4,4,21,22.40625,26.703125,25.0,1.40625,26.90625,30.203125,28.046875,1.421875,4,5,4.2,0.4,1,2,1,27.203125,29.09375,28.3125,0.732421875,25.203125,30.59375,28.078125,1.98828125,2,4,3.0,0.8944271909999159,1,1,1,27.5,31.09375,29.421875,1.4599609375,21.59375,30.09375,26.515625,3.689453125,1,5,2.8,1.6,1,1,1,29.296875,30.796875,30.09375,0.60009765625,26.5,28.703125,27.453125,0.8505859375,1,4,2.0,1.095445115010332,1,1,1,19.796875,33.3125,27.96875,4.453125,29.296875,34.5,31.296875,1.8642578125,2,6,4.4,1.3564659966250536,1,2,1,74,3,5,6,2,11.111111,5,55
348288,1,7,7,24,14.6015625,20.703125,17.71875,2.197265625,17.203125,19.0,17.828125,0.77392578125,2,5,3.4,1.019803902718557,2,2,2,21.296875,28.796875,26.921875,2.83203125,20.59375,25.796875,23.640625,1.8818359375,3,5,3.6,0.8,1,2,1,18.296875,29.296875,22.625,4.7265625,16.59375,23.703125,19.765625,3.255859375,4,7,5.4,1.0198039027185568,1,2,2,19.296875,21.296875,20.4375,0.6435546875,17.40625,19.203125,18.15625,0.68701171875,4,6,5.2,0.9797958971132712,2,2,2,15.3984375,26.703125,18.1875,4.35546875,8.6015625,16.5,12.1015625,2.525390625,3,4,3.6,0.4898979485566356,1,2,2,74,3,5,6,2,11.111111,5,55
348288,1,5,6,22,21.0,23.59375,22.125,0.849609375,19.5,27.0,22.296875,2.501953125,2,6,4.8,1.6,2,2,2,18.40625,21.40625,20.15625,1.0576171875,15.3984375,17.203125,16.0,0.70361328125,3,5,4.0,0.6324555320336759,2,2,2,19.0,27.296875,23.421875,3.251953125,23.296875,27.203125,26.046875,1.4248046875,4,6,5.2,0.7483314773547882,1,2,2,20.0,23.203125,21.265625,1.099609375,19.796875,25.703125,22.796875,2.447265625,5,7,6.0,0.6324555320336759,2,2,2,23.40625,27.0,25.734375,1.2177734375,21.296875,22.203125,22.0,0.35400390625,5,6,5.2,0.4,1,2,1,74,3,5,6,2,11.111111,5,55
348288,0,1,2,19,30.0,38.59375,33.3125,4.046875,31.40625,31.40625,31.40625,0.0,1,1,1.0,0.0,1,1,1,26.796875,30.203125,28.234375,1.240234375,28.203125,31.5,29.6875,1.1337890625,5,8,6.6,1.0198039027185568,1,1,1,28.203125,28.796875,28.640625,0.2318115234375,28.59375,32.8125,31.484375,1.529296875,2,5,3.2,0.9797958971132712,1,1,1,27.5,31.703125,29.0,1.525390625,28.296875,32.3125,30.21875,1.3349609375,3,5,3.8,0.7483314773547882,1,1,1,27.09375,33.09375,31.359375,2.224609375,27.0,28.296875,27.796875,0.47998046875,1,2,1.4,0.4898979485566356,1,1,1,74,3,5,6,2,11.111111,5,55
348288,0,1,1,16,25.703125,29.40625,28.28125,1.376953125,29.703125,31.0,30.484375,0.494873046875,3,5,3.8,0.7483314773547882,1,1,1,27.59375,33.5,29.921875,2.173828125,24.59375,30.5,27.953125,2.373046875,1,5,2.8,1.6,1,1,1,30.5,41.5,34.21875,3.8515625,22.90625,41.5,28.046875,6.890625,1,3,1.6,0.8,1,1,1,29.40625,31.296875,30.546875,0.7197265625,23.203125,31.59375,28.578125,3.1875,4,5,4.2,0.4,1,1,1,30.5,33.8125,31.9375,1.146484375,25.59375,31.40625,28.3125,2.361328125,1,2,1.4,0.4898979485566356,1,1,1,74,3,5,6,2,11.111111,5,55
348288,1,4,5,20,20.0,30.0,24.09375,4.8203125,16.796875,17.296875,16.890625,0.2001953125,1,3,1.8,0.7483314773547883,1,2,2,22.5,30.0,27.78125,2.845703125,20.296875,29.59375,26.46875,3.935546875,2,3,2.2,0.4,1,2,1,20.203125,28.5,25.109375,3.14453125,23.703125,27.703125,26.015625,1.4111328125,2,6,4.6,1.743559577416269,1,2,1,17.59375,20.59375,19.4375,1.0234375,18.40625,24.5,20.546875,2.412109375,5,9,6.8,1.4696938456699071,2,2,2,21.296875,27.703125,23.5,2.693359375,23.90625,26.40625,24.9375,0.83984375,5,7,5.8,0.7483314773547882,1,2,2,74,3,5,6,2,11.111111,5,55
348288,1,7,7,21,14.6015625,19.59375,17.53125,1.6201171875,17.203125,18.0,17.5625,0.312744140625,4,6,5.0,0.6324555320336759,2,2,2,21.296875,28.796875,26.921875,2.83203125,20.59375,25.796875,23.640625,1.8818359375,3,5,3.6,0.8,1,2,1,18.296875,29.296875,22.625,4.7265625,16.59375,23.703125,19.765625,3.255859375,4,7,5.4,1.0198039027185568,1,2,2,19.296875,21.296875,20.4375,0.6435546875,17.40625,19.203125,18.15625,0.68701171875,4,6,5.2,0.9797958971132712,2,2,2,15.3984375,26.703125,18.1875,4.35546875,8.6015625,16.5,12.1015625,2.525390625,3,4,3.6,0.4898979485566356,1,2,2,74,3,5,6,2,11.111111,5,55
348288,1,5,6,8,16.40625,29.09375,25.140625,4.5546875,23.59375,28.40625,26.0,1.7060546875,2,7,4.6,1.624807680927192,1,2,1,18.40625,21.40625,20.15625,1.0576171875,15.3984375,17.203125,16.0,0.70361328125,3,5,4.0,0.6324555320336759,2,2,2,19.0,27.296875,23.421875,3.251953125,23.296875,27.203125,26.046875,1.4248046875,4,6,5.2,0.7483314773547882,1,2,2,20.0,23.203125,21.265625,1.099609375,19.796875,25.703125,22.796875,2.447265625,5,7,6.0,0.6324555320336759,2,2,2,23.40625,27.0,25.734375,1.2177734375,21.296875,22.203125,22.0,0.35400390625,5,6,5.2,0.4,1,2,1,74,3,5,6,2,11.111111,5,55
348288,1,7,7,6,18.0,23.5,20.984375,2.169921875,18.0,21.59375,19.78125,1.140625,5,7,6.2,0.7483314773547882,2,2,2,21.296875,28.796875,26.921875,2.83203125,20.59375,25.796875,23.640625,1.8818359375,3,5,3.6,0.8,1,2,1,18.296875,29.296875,22.625,4.7265625,16.59375,23.703125,19.765625,3.255859375,4,7,5.4,1.0198039027185568,1,2,2,19.296875,21.296875,20.4375,0.6435546875,17.40625,19.203125,18.15625,0.68701171875,4,6,5.2,0.9797958971132712,2,2,2,15.3984375,26.703125,18.1875,4.35546875,8.6015625,16.5,12.1015625,2.525390625,3,4,3.6,0.4898979485566356,1,2,2,74,3,5,6,2,11.111111,5,55
348288,1,1,1,23,17.09375,36.3125,24.015625,7.77734375,16.40625,20.296875,19.046875,1.4228515625,1,3,2.2,0.7483314773547882,1,2,2,31.59375,39.3125,33.90625,2.787109375,25.09375,30.0,27.71875,1.62890625,1,2,1.2,0.4,1,1,1,36.09375,37.1875,36.96875,0.4375,23.203125,23.203125,23.203125,0.0,2,2,2.0,0.0,1,1,1,19.0,30.0,24.28125,4.4765625,22.90625,23.796875,23.359375,0.377197265625,1,2,1.8,0.4,1,2,1,25.203125,30.0,29.046875,1.9189453125,24.59375,26.0,25.15625,0.68896484375,1,1,1.0,0.0,1,1,1,74,3,5,6,2,11.111111,5,55
348288,1,3,3,21,16.0,19.703125,18.078125,1.3173828125,14.6015625,16.5,15.78125,0.6728515625,5,9,6.8,1.3266499161421599,2,2,2,23.5,31.203125,28.0,2.52734375,23.796875,27.296875,25.09375,1.2001953125,3,5,4.0,0.6324555320336759,1,2,1,21.09375,26.40625,23.640625,2.234375,26.0,28.09375,27.203125,0.9814453125,3,5,4.2,0.7483314773547882,1,2,2,17.296875,19.703125,18.5,0.8310546875,20.296875,25.09375,22.5,1.6923828125,4,6,5.0,0.6324555320336759,2,2,2,17.796875,25.796875,20.359375,2.916015625,17.796875,20.296875,19.21875,0.806640625,3,6,4.0,1.095445115010332,1,2,2,74,3,5,6,2,11.111111,5,55
348288,1,3,3,19,17.796875,21.703125,19.703125,1.3603515625,20.09375,24.5,21.484375,1.63671875,6,7,6.4,0.4898979485566357,2,2,2,21.796875,25.0,22.703125,1.197265625,21.90625,25.40625,23.765625,1.416015625,5,7,5.4,0.7999999999999999,1,2,2,18.40625,23.40625,21.203125,1.7509765625,18.5,25.0,22.015625,2.744140625,3,6,4.4,1.0198039027185568,2,2,2,18.09375,26.203125,21.546875,3.306640625,22.0,26.296875,25.0,1.619140625,4,7,5.2,1.16619037896906,1,2,2,16.40625,20.703125,18.515625,1.63671875,19.296875,25.5,21.71875,2.736328125,2,4,3.2,0.7483314773547882,2,2,2,74,3,5,6,2,11.111111,5,55
348288,1,3,3,17,17.796875,21.203125,19.578125,1.201171875,20.09375,25.09375,21.5625,1.85546875,5,7,6.4,0.8,2,2,2,21.796875,25.0,22.703125,1.197265625,21.90625,25.40625,23.765625,1.416015625,5,7,5.4,0.7999999999999999,1,2,2,18.40625,23.40625,21.203125,1.7509765625,18.5,25.0,22.015625,2.744140625,3,6,4.4,1.0198039027185568,2,2,2,18.09375,26.203125,21.546875,3.306640625,22.0,26.296875,25.0,1.619140625,4,7,5.2,1.16619037896906,1,2,2,16.40625,20.703125,18.515625,1.63671875,19.296875,25.5,21.71875,2.736328125,2,4,3.2,0.7483314773547882,2,2,2,74,3,5,6,2,11.111111,5,55
348288,1,4,5,8,20.203125,32.40625,24.15625,4.78515625,23.5,29.40625,26.265625,2.638671875,2,3,2.6,0.4898979485566356,1,2,2,22.5,30.0,27.78125,2.845703125,20.296875,29.59375,26.46875,3.935546875,2,3,2.2,0.4,1,2,1,20.203125,28.5,25.109375,3.14453125,23.703125,27.703125,26.015625,1.4111328125,2,6,4.6,1.743559577416269,1,2,1,17.59375,20.59375,19.4375,1.0234375,18.40625,24.5,20.546875,2.412109375,5,9,6.8,1.4696938456699071,2,2,2,21.296875,27.703125,23.5,2.693359375,23.90625,26.40625,24.9375,0.83984375,5,7,5.8,0.7483314773547882,1,2,2,74,3,5,6,2,11.111111,5,55
348288,0,2,3,20,26.40625,31.40625,28.890625,1.7412109375,25.59375,28.796875,27.65625,1.095703125,3,4,3.2,0.4,1,1,1,20.0,28.796875,24.1875,3.419921875,14.703125,26.296875,21.9375,4.53515625,3,5,3.8,0.7483314773547882,1,2,2,14.5,20.296875,18.953125,2.2421875,18.703125,24.703125,21.296875,1.9267578125,2,4,3.0,0.6324555320336759,2,2,2,18.296875,20.0,19.515625,0.63623046875,19.0,22.5,21.046875,1.5625,2,6,3.6,1.3564659966250536,2,2,2,19.90625,28.09375,25.65625,3.005859375,26.5,31.5,27.953125,1.8330078125,2,4,3.2,0.7483314773547882,1,2,1,74,3,5,6,2,11.111111,5,55
348288,0,4,4,22,19.0,29.0,24.125,4.04296875,13.703125,27.796875,24.859375,5.578125,2,3,2.2,0.4,1,2,2,28.203125,30.703125,29.5,1.056640625,27.59375,29.90625,28.6875,1.0107421875,3,5,4.0,0.8944271909999159,1,1,1,26.796875,30.5,29.484375,1.3984375,24.0,30.40625,28.546875,2.369140625,6,11,8.8,2.039607805437114,1,1,1,22.90625,31.90625,28.21875,3.373046875,24.90625,37.1875,30.125,4.33203125,1,7,4.6,2.0591260281974,1,2,1,27.59375,31.0,29.640625,1.1220703125,14.3984375,32.90625,21.734375,7.07421875,2,6,3.4,1.4966629547095764,1,1,1,74,3,5,6,2,11.111111,5,55
348288,1,3,3,21,16.5,38.40625,29.21875,9.1484375,12.296875,42.59375,32.8125,12.5078125,1,3,1.8,0.7483314773547883,1,2,1,17.90625,20.203125,19.1875,0.9755859375,23.0,25.59375,23.921875,0.9833984375,6,9,7.4,1.0198039027185568,2,2,2,17.0,27.5,19.828125,3.89453125,16.40625,25.09375,19.28125,3.275390625,4,7,5.4,1.0198039027185568,1,2,2,15.203125,25.90625,19.859375,3.67578125,16.90625,25.796875,20.703125,3.181640625,3,6,4.2,1.16619037896906,1,2,2,17.203125,20.40625,18.5,1.1123046875,17.203125,19.203125,18.203125,0.80078125,6,8,7.0,0.8944271909999159,2,2,2,74,3,5,6,2,11.111111,5,55
348288,1,4,5,23,20.0,30.0,24.796875,3.94921875,16.796875,29.203125,22.953125,5.16796875,1,2,1.6,0.4898979485566356,1,2,1,22.5,30.0,27.78125,2.845703125,20.296875,29.59375,26.46875,3.935546875,2,3,2.2,0.4,1,2,1,20.203125,28.5,25.109375,3.14453125,23.703125,27.703125,26.015625,1.4111328125,2,6,4.6,1.743559577416269,1,2,1,17.59375,20.59375,19.4375,1.0234375,18.40625,24.5,20.546875,2.412109375,5,9,6.8,1.4696938456699071,2,2,2,21.296875,27.703125,23.5,2.693359375,23.90625,26.40625,24.9375,0.83984375,5,7,5.8,0.7483314773547882,1,2,2,74,3,5,6,2,11.111111,5,55
348288,1,3,3,23,11.8984375,38.40625,31.90625,10.0546875,23.40625,42.59375,31.359375,9.1796875,1,3,2.0,0.8944271909999159,1,3,1,17.90625,20.203125,19.1875,0.9755859375,23.0,25.59375,23.921875,0.9833984375,6,9,7.4,1.0198039027185568,2,2,2,17.0,27.5,19.828125,3.89453125,16.40625,25.09375,19.28125,3.275390625,4,7,5.4,1.0198039027185568,1,2,2,15.203125,25.90625,19.859375,3.67578125,16.90625,25.796875,20.703125,3.181640625,3,6,4.2,1.16619037896906,1,2,2,17.203125,20.40625,18.5,1.1123046875,17.203125,19.203125,18.203125,0.80078125,6,8,7.0,0.8944271909999159,2,2,2,74,3,5,6,2,11.111111,5,55
348288,0,4,4,16,18.203125,32.59375,26.578125,5.88671875,16.90625,24.296875,21.546875,2.556640625,3,9,6.4,2.0591260281974,1,2,1,26.5,32.0,28.0625,1.9951171875,29.09375,31.703125,31.015625,0.9794921875,5,7,6.0,0.8944271909999159,1,1,1,23.0,30.09375,27.078125,2.775390625,24.09375,33.59375,28.109375,3.318359375,2,7,4.8,1.939071942966532,1,2,1,26.5,30.0,27.90625,1.212890625,21.09375,30.40625,24.59375,3.755859375,1,3,1.6,0.8,1,1,1,26.59375,28.703125,27.734375,0.75,24.90625,28.59375,26.734375,1.59375,6,12,8.6,1.9595917942265424,1,1,1,74,3,5,6,2,11.111111,5,55
