link,pro_0,pro_1,pro_2
109818,0.9166666666666666,0.08333333333333333,0.0
109819,0.8341013824884793,0.12442396313364056,0.041474654377880185
109820,0.9375,0.0625,0.0
109837,0.9960732984293194,0.003926701570680628,0.0
109840,0.9947826086956522,0.0052173913043478265,0.0
109842,0.9473684210526315,0.05263157894736842,0.0
109846,0.9743589743589743,0.02564102564102564,0.0
109859,0.9090909090909091,0.09090909090909091,0.0
109870,0.8846153846153846,0.07692307692307693,0.038461538461538464
109921,0.9523809523809523,0.023809523809523808,0.023809523809523808
109922,0.9333333333333333,0.0,0.06666666666666667
109943,0.8637709772951628,0.08588351431391905,0.050345508390918066
109944,0.8473491773308958,0.051188299817184646,0.10146252285191956
109998,0.8015970515970516,0.13267813267813267,0.06572481572481573
110095,0.5725707257072571,0.42558425584255843,0.0018450184501845018
110098,0.3295711060948081,0.6348758465011287,0.035553047404063204
110106,0.8041410184667039,0.19585898153329603,0.0
110107,0.752375628842929,0.24594745667970933,0.0016769144773616546
110153,0.935672514619883,0.05847953216374269,0.005847953216374269
110226,0.8094707520891364,0.1871866295264624,0.003342618384401114
110227,0.7710306406685237,0.22896935933147633,0.0
110228,0.7802690582959642,0.21468609865470853,0.005044843049327354
110229,0.7597292724196277,0.23519458544839256,0.005076142131979695
110234,0.9302325581395349,0.059033989266547404,0.01073345259391771
110249,0.9534098582039163,0.04659014179608373,0.0
110250,1.0,0.0,0.0
110263,1.0,0.0,0.0
110299,0.9632183908045977,0.022988505747126436,0.013793103448275862
110395,0.9758961681087762,0.0203955500618047,0.003708281829419036
110404,0.35509660226515655,0.5889407061958695,0.05596269153897402
110405,0.35528031290743156,0.6016949152542372,0.04302477183833116
110406,0.34208798424162834,0.6066973079448457,0.05121470781352593
110410,0.8153526970954357,0.16597510373443983,0.01867219917012448
110411,0.7226277372262774,0.2116788321167883,0.06569343065693431
110417,0.9765625,0.0140625,0.009375
110422,0.9425287356321839,0.05747126436781609,0.0
110427,0.9516129032258065,0.03456221198156682,0.013824884792626729
110428,0.9717425431711146,0.0282574568288854,0.0
110467,0.8432304038004751,0.12826603325415678,0.028503562945368172
110478,0.9831555306007861,0.008422234699606962,0.008422234699606962
110485,0.9810235767682576,0.008625646923519264,0.010350776308223116
110486,0.9847972972972973,0.010135135135135136,0.005067567567567568
110487,0.9741824440619621,0.013769363166953529,0.012048192771084338
110513,0.9577889447236181,0.01507537688442211,0.027135678391959798
110514,0.902020202020202,0.049494949494949494,0.048484848484848485
110521,0.8553948832035595,0.10789766407119021,0.03670745272525028
110522,0.8382434685936632,0.13173985547526404,0.03001667593107282
110532,0.963150289017341,0.01083815028901734,0.02601156069364162
110533,0.9491166077738515,0.025441696113074206,0.025441696113074206
110534,0.6736965436438196,0.29994141769185706,0.026362038664323375
110535,0.6699308755760369,0.29723502304147464,0.032834101382488476
110566,0.8588235294117647,0.10316742081447963,0.03800904977375565
110568,0.8648925281473899,0.09211873080859775,0.042988741044012284
110674,0.8089965397923875,0.15778546712802768,0.03321799307958478
110688,0.7474120082815735,0.2194616977225673,0.033126293995859216
110694,0.5474631751227496,0.339607201309329,0.11292962356792144
110695,0.6196581196581197,0.3418803418803419,0.038461538461538464
110696,0.5575447570332481,0.36061381074168797,0.08184143222506395
110697,0.6215334420880914,0.33197389885807504,0.0464926590538336
110760,0.9166666666666666,0.08333333333333333,0.0
110847,0.8244318181818182,0.17386363636363636,0.0017045454545454545
110849,0.9435736677115988,0.05078369905956113,0.005642633228840125
110864,0.8592375366568915,0.13900293255131965,0.0017595307917888563
110940,0.9706088173547935,0.02939118264520644,0.0
110943,0.9458823529411765,0.05411764705882353,0.0
110975,0.981404958677686,0.01859504132231405,0.0
110987,0.9961240310077519,0.003875968992248062,0.0
111019,0.0,0.0,1.0
111022,0.9190404797601199,0.06746626686656672,0.013493253373313344
111224,0.8567415730337079,0.14325842696629212,0.0
111234,0.9807692307692307,0.009615384615384616,0.009615384615384616
111273,0.9665271966527197,0.02092050209205021,0.012552301255230125
111274,0.8883374689826302,0.06699751861042183,0.04466501240694789
111280,0.7377860235003092,0.23438466295609153,0.027829313543599257
111281,0.7472118959107806,0.21933085501858737,0.03345724907063197
111302,0.6017699115044248,0.3805309734513274,0.017699115044247787
111312,0.29545454545454547,0.6090909090909091,0.09545454545454546
111342,0.9884910485933504,0.011508951406649617,0.0
111343,0.9903381642512077,0.00966183574879227,0.0
111417,0.9840142095914742,0.015985790408525755,0.0
111450,0.9351351351351351,0.016216216216216217,0.04864864864864865
111565,0.875,0.125,0.0
111594,0.9664948453608248,0.03350515463917526,0.0
111596,0.9835766423357665,0.016423357664233577,0.0
111724,0.927461139896373,0.03626943005181347,0.03626943005181347
111725,0.8928571428571429,0.04665898617511521,0.06048387096774194
111728,0.930635838150289,0.03468208092485549,0.03468208092485549
111729,0.9014976958525346,0.05011520737327189,0.04838709677419355
111732,0.9082125603864735,0.04830917874396135,0.043478260869565216
111733,0.8431372549019608,0.0392156862745098,0.11764705882352941
111742,0.41356492969396197,0.34077750206782464,0.2456575682382134
111745,0.4738355376653249,0.46923519263944796,0.056929269695227144
111754,0.38387096774193546,0.3209677419354839,0.29516129032258065
111798,0.9198218262806236,0.06848552338530067,0.011692650334075724
111812,0.9671658986175116,0.013824884792626729,0.019009216589861752
111813,0.972318339100346,0.01384083044982699,0.01384083044982699
111818,0.8568950563746748,0.11188204683434519,0.031222896790980052
111821,0.9739884393063584,0.004335260115606936,0.02167630057803468
111876,0.7544642857142857,0.15625,0.08928571428571429
111877,0.6155844155844156,0.24155844155844156,0.14285714285714285
111882,0.37132784958871917,0.5511163337250293,0.07755581668625147
111883,0.3840413318025258,0.560849598163031,0.05510907003444317
111889,0.9061433447098977,0.020477815699658702,0.07337883959044368
111890,0.951862464183381,0.005157593123209169,0.04297994269340974
111907,0.8466257668711656,0.12158393753485779,0.03179029559397657
111908,0.9481865284974094,0.0069084628670120895,0.044905008635578586
111909,0.8333333333333334,0.0,0.16666666666666666
111910,0.8365217391304348,0.12,0.043478260869565216
111952,0.38738738738738737,0.5495495495495496,0.06306306306306306
111964,0.9259259259259259,0.0345679012345679,0.03950617283950617
111965,0.9151343705799151,0.05091937765205092,0.033946251768033946
111967,0.9799256505576208,0.020074349442379184,0.0
111979,0.9896907216494846,0.007731958762886598,0.002577319587628866
111980,0.9782135076252724,0.013071895424836602,0.008714596949891068
111987,0.9617486338797814,0.03551912568306011,0.00273224043715847
112030,0.875,0.10638297872340426,0.018617021276595744
112031,0.9005847953216374,0.08187134502923976,0.017543859649122806
112049,0.6121428571428571,0.34285714285714286,0.045
112217,0.7539863325740319,0.07061503416856492,0.17539863325740318
112219,0.7498087222647284,0.0757459831675593,0.17444529456771232
112294,0.8967100229533282,0.1009946442234124,0.0022953328232593728
112302,0.9724770642201835,0.023591087811271297,0.003931847968545216
112304,0.978698224852071,0.01775147928994083,0.0035502958579881655
112305,0.9801980198019802,0.019801980198019802,0.0
112307,0.8823529411764706,0.11764705882352941,0.0
112341,0.9529343404997095,0.029633933759442184,0.017431725740848343
112342,0.9390316796174537,0.02510460251046025,0.03586371787208607
112347,0.8038969201759899,0.17536140791954746,0.020741671904462602
11262,0.7368421052631579,0.25806451612903225,0.0050933786078098476
11263,0.7409816676522768,0.25369603784742756,0.005322294500295683
112714,0.48,0.444,0.076
112715,0.41775147928994083,0.4757396449704142,0.10650887573964497
112716,0.5207547169811321,0.4075471698113208,0.07169811320754717
112717,0.49710312862108924,0.4101969872537659,0.09269988412514485
113373,0.9769335142469471,0.023066485753052916,0.0
113374,0.9726205997392438,0.027379400260756193,0.0
113375,0.978134110787172,0.021865889212827987,0.0
11482,0.9783393501805054,0.016245487364620937,0.005415162454873646
11581,0.9252021563342318,0.02425876010781671,0.05053908355795148
11582,0.9668508287292817,0.0020718232044198894,0.031077348066298343
11600,0.6313416009019166,0.24013528748590757,0.12852311161217586
11601,0.7757644394110985,0.09003397508493771,0.13420158550396377
116135,0.9498956158663883,0.037578288100208766,0.012526096033402923
116136,0.934640522875817,0.05228758169934641,0.013071895424836602
11614,0.9715189873417721,0.0,0.028481012658227847
116557,0.9704724409448819,0.023622047244094488,0.005905511811023622
116559,0.9469026548672567,0.04424778761061947,0.008849557522123894
117208,0.9488636363636364,0.03409090909090909,0.017045454545454544
118207,0.592032967032967,0.39354395604395603,0.014423076923076924
118400,0.8678516228748068,0.1321483771251932,0.0
118753,0.4597402597402597,0.5142857142857142,0.025974025974025976
118754,0.3720728534258456,0.5993061578490894,0.028620988725065046
12454,0.9252873563218391,0.06321839080459771,0.011494252873563218
12536,0.5985663082437276,0.35842293906810035,0.043010752688172046
12573,0.7193479801559178,0.25301204819277107,0.027639971651311126
12574,0.827433628318584,0.14933628318584072,0.023230088495575223
12575,0.6620938628158844,0.30541516245487366,0.032490974729241874
12576,0.9415730337078652,0.058426966292134834,0.0
12582,0.6308771929824561,0.3080701754385965,0.061052631578947365
12586,0.8898305084745762,0.11016949152542373,0.0
12681,0.5902085222121487,0.3155031731640979,0.0942883046237534
12682,0.5756853396901073,0.38855780691299163,0.03575685339690107
12683,0.7106084243369735,0.22620904836193448,0.06318252730109204
12684,0.6109913793103449,0.35021551724137934,0.03879310344827586
12685,0.29004329004329005,0.5800865800865801,0.12987012987012986
12686,0.3054662379421222,0.5627009646302251,0.13183279742765272
12687,0.24587912087912087,0.5398351648351648,0.21428571428571427
12691,0.0,0.75,0.25
12692,0.3175182481751825,0.5766423357664233,0.10583941605839416
12693,0.3010204081632653,0.5357142857142857,0.16326530612244897
12695,0.6666666666666666,0.3333333333333333,0.0
12696,0.3601003764115433,0.5457967377666249,0.09410288582183186
12697,0.6033057851239669,0.2975206611570248,0.09917355371900827
12699,0.45222929936305734,0.4394904458598726,0.10828025477707007
12788,0.8464106844741235,0.11686143572621036,0.03672787979966611
12947,0.9255141745414119,0.07003891050583658,0.0044469149527515284
12948,0.9266666666666666,0.06166666666666667,0.011666666666666667
13385,0.8670520231213873,0.08477842003853564,0.04816955684007707
13386,0.9117082533589251,0.07293666026871401,0.015355086372360844
13387,0.8028169014084507,0.12474849094567404,0.07243460764587525
13388,0.9045261669024045,0.0891089108910891,0.006364922206506365
13427,0.7124439461883408,0.27242152466367714,0.015134529147982063
13493,1.0,0.0,0.0
13494,1.0,0.0,0.0
136309,0.9629629629629629,0.03367003367003367,0.003367003367003367
136310,0.9520089285714286,0.044642857142857144,0.0033482142857142855
136321,0.7898089171974523,0.19347133757961785,0.016719745222929936
136337,0.8845500848896435,0.027164685908319185,0.08828522920203735
136338,0.91015854374633,0.019377568995889608,0.07046388725778038
136367,0.9728915662650602,0.018072289156626505,0.009036144578313253
136374,0.08447653429602887,0.8397111913357401,0.07581227436823104
136381,0.9747899159663865,0.020626432391138275,0.004583651642475172
136382,0.9779635258358662,0.019756838905775075,0.0022796352583586625
136384,0.9691714836223507,0.025048169556840076,0.005780346820809248
136385,0.9708360337005832,0.02916396629941672,0.0
136386,0.9769713886950454,0.01465457083042568,0.00837404047452896
136415,0.6368159203980099,0.27860696517412936,0.0845771144278607
136424,0.8,0.2,0.0
136425,0.2857142857142857,0.7142857142857143,0.0
136426,0.7028985507246377,0.15551839464882944,0.1415830546265329
136437,0.9806701030927835,0.009664948453608248,0.009664948453608248
136438,0.9585253456221198,0.008640552995391706,0.032834101382488476
136449,0.9325842696629213,0.011235955056179775,0.056179775280898875
136452,0.5172622652937614,0.43549364021804965,0.047244094488188976
136453,0.4975698663426488,0.44410692588092343,0.0583232077764277
136481,0.9015572858731924,0.0867630700778643,0.01167964404894327
136482,0.8820255982192543,0.10461880912632164,0.01335559265442404
136483,0.7625418060200669,0.22742474916387959,0.010033444816053512
136484,0.729654403567447,0.25863991081382387,0.011705685618729096
136502,0.8169170840289371,0.13967723984418476,0.04340567612687813
136503,0.7815453029460812,0.1517509727626459,0.06670372429127293
136566,0.9738805970149254,0.026119402985074626,0.0
136695,0.8179749715585893,0.13936291240045506,0.042662116040955635
136737,0.6634506242905789,0.2939841089670829,0.04256526674233825
136738,0.6837078651685393,0.22191011235955055,0.09438202247191012
136739,0.6737998843262001,0.2932330827067669,0.03296703296703297
136740,0.7300509337860781,0.21561969439728354,0.05432937181663837
136844,0.8172737955346651,0.16509988249118684,0.01762632197414806
136864,0.7523923444976076,0.028708133971291867,0.21889952153110048
136865,0.7390783961699581,0.02154398563734291,0.23937761819269898
136891,0.8049713193116634,0.18929254302103252,0.0057361376673040155
136921,0.4117647058823529,0.5084033613445378,0.07983193277310924
136922,0.3673640167364017,0.5246861924686193,0.10794979079497909
136925,0.3057110862262038,0.5145576707726763,0.1797312430011198
136928,0.03874538745387454,0.04797047970479705,0.9132841328413284
136929,0.06834975369458128,0.1791871921182266,0.7524630541871922
136948,0.9701739850869926,0.027340513670256836,0.0024855012427506215
136949,0.9767801857585139,0.018575851393188854,0.0046439628482972135
136950,0.9871134020618557,0.01288659793814433,0.0
136958,0.9693877551020408,0.030612244897959183,0.0
13695,0.9852216748768473,0.014778325123152709,0.0
136961,0.7998146431881371,0.20018535681186284,0.0
136973,0.7169811320754716,0.2358490566037736,0.04716981132075472
13697,0.9285714285714286,0.05714285714285714,0.014285714285714285
136981,0.7849462365591398,0.1881720430107527,0.026881720430107527
137146,0.9263803680981595,0.0736196319018405,0.0
137148,0.9864864864864865,0.013513513513513514,0.0
137149,0.9800443458980045,0.019955654101995565,0.0
137185,0.5355781448538754,0.4548919949174079,0.009529860228716646
137186,0.5626969124133585,0.43163201008191554,0.005671077504725898
137197,0.5651898734177215,0.43291139240506327,0.0018987341772151898
137198,0.5739238927011853,0.42607610729881473,0.0
137209,0.6467218332272437,0.33991088478676,0.01336728198599618
137257,0.9881422924901185,0.011857707509881422,0.0
137270,0.4673065386922616,0.11337732453509299,0.41931613677264545
137283,0.6471299093655589,0.04894259818731118,0.3039274924471299
137284,0.9925619834710744,0.0024793388429752068,0.0049586776859504135
137285,0.9848101265822785,0.012658227848101266,0.002531645569620253
137286,0.9614147909967846,0.03536977491961415,0.003215434083601286
137288,0.9166666666666666,0.06666666666666667,0.016666666666666666
137309,0.8968120805369127,0.06291946308724833,0.040268456375838924
137310,0.9088213491475167,0.05782060785767235,0.033358042994810974
137316,0.36713055003313455,0.5931080185553347,0.039761431411530816
137323,0.9672867222578576,0.0327132777421424,0.0
137324,0.9432703003337041,0.05339265850945495,0.0033370411568409346
137326,0.9669211195928753,0.030534351145038167,0.002544529262086514
137699,0.9899888765294772,0.010011123470522803,0.0
138640,0.7603715170278638,0.12074303405572756,0.11888544891640866
138641,0.24822064056939502,0.6859430604982206,0.06583629893238434
138654,0.6188594014680971,0.22529644268774704,0.15584415584415584
138745,0.9345718901453958,0.06058158319870759,0.004846526655896607
138746,0.9299065420560748,0.06775700934579439,0.002336448598130841
138809,0.8656716417910447,0.06716417910447761,0.06716417910447761
138813,0.9436325678496869,0.05010438413361169,0.006263048016701462
138883,0.9291044776119403,0.06716417910447761,0.0037313432835820895
138951,0.9710252600297177,0.02674591381872214,0.002228826151560178
138952,0.9705357142857143,0.024107142857142858,0.005357142857142857
138953,0.9690987124463519,0.02832618025751073,0.002575107296137339
139023,0.7635402906208718,0.22457067371202113,0.011889035667107
139029,0.6666666666666666,0.2925170068027211,0.04081632653061224
139079,0.9838565022421525,0.016143497757847534,0.0
139080,0.9855491329479769,0.014450867052023121,0.0
139092,0.983754512635379,0.016245487364620937,0.0
139099,0.9616368286445013,0.010230179028132993,0.028132992327365727
139100,0.9898904802021904,0.010109519797809604,0.0
139101,0.9873595505617978,0.012640449438202247,0.0
139119,1.0,0.0,0.0
139120,1.0,0.0,0.0
139121,0.9415204678362573,0.05847953216374269,0.0
139122,0.9754768392370572,0.02452316076294278,0.0
139220,0.8792480115690527,0.07953723788864786,0.04121475054229935
139223,1.0,0.0,0.0
139296,0.971764705882353,0.01411764705882353,0.01411764705882353
139327,0.9781021897810219,0.021897810218978103,0.0
139341,0.25868725868725867,0.7277992277992278,0.013513513513513514
139345,1.0,0.0,0.0
139353,0.9766536964980544,0.023346303501945526,0.0
139354,0.9605263157894737,0.039473684210526314,0.0
139357,0.8857142857142857,0.06428571428571428,0.05
139358,0.9794520547945206,0.012328767123287671,0.00821917808219178
139368,0.9779897285399853,0.022010271460014674,0.0
139415,0.8898776418242491,0.05339265850945495,0.05672969966629588
139426,0.7247838616714697,0.2276657060518732,0.04755043227665706
139428,0.9137931034482759,0.05172413793103448,0.034482758620689655
139433,1.0,0.0,0.0
139450,0.84,0.16,0.0
139452,0.0,1.0,0.0
139454,0.7808310991957105,0.1648793565683646,0.054289544235924934
139456,0.7978723404255319,0.13191489361702127,0.07021276595744681
139529,0.9466666666666667,0.04,0.013333333333333334
139530,0.967741935483871,0.021505376344086023,0.010752688172043012
139531,0.0,0.0,1.0
139532,0.6666666666666666,0.1111111111111111,0.2222222222222222
139551,0.6993795826283136,0.27523970671178793,0.025380710659898477
139553,0.6666666666666666,0.3333333333333333,0.0
139561,0.9262672811059908,0.06451612903225806,0.009216589861751152
139562,0.9182156133828996,0.06691449814126393,0.01486988847583643
139564,0.0,1.0,0.0
139589,0.9039615846338536,0.0744297719087635,0.021608643457382955
139616,0.7692307692307693,0.15384615384615385,0.07692307692307693
139617,0.75,0.0,0.25
139638,1.0,0.0,0.0
139643,0.9831053901850362,0.016894609814963796,0.0
139654,0.8776565192418151,0.1102814474439977,0.012062033314187249
140079,0.7260820045558086,0.07118451025056947,0.20273348519362186
140080,0.5707317073170731,0.15853658536585366,0.2707317073170732
140081,0.70995670995671,0.09956709956709957,0.19047619047619047
140082,0.0,0.14285714285714285,0.8571428571428571
140083,0.7477220956719818,0.22323462414578588,0.029043280182232345
140087,0.9107142857142857,0.03571428571428571,0.05357142857142857
140091,0.8940972222222222,0.10243055555555555,0.003472222222222222
14012,0.9750922509225092,0.024907749077490774,0.0
140210,0.8853820598006644,0.11461794019933555,0.0
140211,0.9312977099236641,0.06870229007633588,0.0
140220,0.9464285714285714,0.05357142857142857,0.0
140221,0.9601328903654485,0.03986710963455149,0.0
140222,0.925,0.05,0.025
140223,0.9814126394052045,0.01858736059479554,0.0
140224,0.92,0.08,0.0
140225,0.9054054054054054,0.0945945945945946,0.0
140412,0.8731707317073171,0.12682926829268293,0.0
140413,0.9117647058823529,0.08823529411764706,0.0
140414,0.8647058823529412,0.1264705882352941,0.008823529411764706
140415,0.8846153846153846,0.10989010989010989,0.005494505494505495
140515,0.9019607843137255,0.08823529411764706,0.00980392156862745
140516,0.9782372143634385,0.02176278563656148,0.0
140517,0.976878612716763,0.023121387283236993,0.0
140518,0.963855421686747,0.03614457831325301,0.0
140519,0.9877551020408163,0.012244897959183673,0.0
140577,0.9821826280623608,0.017817371937639197,0.0
140580,0.96996996996997,0.03003003003003003,0.0
140584,0.9558390578999019,0.04416094210009813,0.0
140774,0.9912280701754386,0.008771929824561403,0.0
140775,0.9734085414987913,0.0,0.0265914585012087
140875,0.8121951219512196,0.18414634146341463,0.003658536585365854
140877,0.8663036902601331,0.1336963097398669,0.0
140928,0.9927360774818402,0.007263922518159807,0.0
140936,0.8103756708407871,0.14669051878354203,0.04293381037567084
140941,0.6151182919792267,0.26658972879399884,0.11829197922677438
140942,0.7083087802003536,0.2103712433706541,0.08131997642899234
140943,0.918918918918919,0.07050528789659224,0.010575793184488837
140953,0.11804384485666104,0.5379426644182125,0.3440134907251265
140961,0.794228356336261,0.19573400250941028,0.010037641154328732
