link,current_slice_id,future_slice_id,label
357388,5,24,0
576914,2,26,0
641785,5,14,0
268159,10,39,2
255825,5,13,0
593994,0,20,0
38653,2,27,0
629597,6,16,0
333470,10,27,0
273636,7,13,0
310907,0,12,0
288581,535,553,1
339436,5,30,0
233155,9,37,0
629616,10,29,0
300800,8,15,0
370489,5,22,0
576139,616,645,2
288276,7,32,0
507695,7,13,0
319488,10,28,0
539670,2,12,0
335693,8,21,0
504764,188,202,0
511231,130,142,0
272419,10,34,0
191497,223,250,0
278530,8,35,0
636342,2,27,0
335548,4,19,0
263674,2,14,0
376070,3,14,0
675571,3,25,0
264343,5,25,0
269032,4,19,0
639102,3,21,0
507905,0,12,0
255825,5,15,0
273636,7,15,0
310907,0,14,0
641785,5,16,0
335693,8,23,0
300800,8,17,0
539670,2,14,0
333470,10,29,0
182587,8,31,0
143219,6,34,0
629597,6,18,0
288276,7,34,1
370489,5,24,0
576914,2,28,0
507695,7,15,0
339436,5,32,0
593994,0,22,0
338488,387,408,0
476158,3,20,0
55200,8,37,0
264228,10,11,0
507905,0,19,0
377522,0,17,0
279136,5,25,0
593994,0,29,0
39758,8,25,0
618554,3,14,0
625814,12,16,0
171619,51,66,0
60865,2,25,0
264317,7,22,0
173689,3,32,0
58660,2,20,0
374580,2,31,0
136925,9,11,0
335633,0,13,0
277685,3,13,0
182937,7,13,0
333127,2,15,0
536687,9,11,0
629616,10,30,0
182668,1,24,0
172006,4,17,0
175338,9,16,0
282491,9,31,0
269855,7,33,0
253173,693,707,0
477267,498,527,0
662351,9,38,0
467748,6,31,0
237325,1,20,0
358932,194,205,0
181912,10,19,0
38865,5,23,0
283431,6,28,0
277455,9,15,0
503266,4,30,0
620130,5,28,0
172594,72,99,0
650042,3,17,0
476171,10,39,0
9784,9,36,0
569366,7,15,0
57936,5,14,0
377185,4,18,0
273507,7,33,0
152856,7,23,0
516835,10,13,0
177118,3,31,0
528890,5,33,0
34357,127,138,0
70045,3,11,0
312506,5,27,0
536687,9,37,0
247668,2,15,0
588863,10,11,0
315753,4,31,0
136925,9,37,0
176900,0,25,0
317214,8,36,0
660865,4,27,0
323350,0,16,0
376851,2,27,0
508525,10,13,0
154447,6,14,0
30790,2,20,0
321552,292,303,0
502765,4,23,0
502250,8,16,0
182123,2,28,0
348282,10,16,0
101786,156,175,0
70938,4,14,0
581897,453,464,0
273677,201,217,0
516426,3,25,0
237366,5,17,0
508737,3,18,0
223374,10,25,0
278479,4,29,0
332981,3,30,0
273573,7,28,0
41471,7,11,0
269011,208,229,1
544910,1,13,0
532078,0,26,0
270245,7,25,0
634566,8,17,0
73208,6,19,0
504929,194,208,0
63277,3,23,0
383727,0,28,0
366387,5,16,0
315013,2,23,0
244368,10,12,0
269768,176,194,0
283426,2,22,0
214797,191,206,0
255880,1,11,0
456647,156,175,0
182723,2,15,0
321033,2,14,0
497944,7,30,0
73688,10,22,0
30790,2,29,0
639833,68,82,0
501232,7,34,0
243684,153,166,0
358969,6,26,0
63277,3,25,0
269768,176,196,0
315013,2,25,0
501232,7,36,0
37449,6,11,0
550917,5,19,0
452908,72,90,0
244368,10,14,0
376109,8,20,0
182723,2,17,0
366387,5,18,0
255880,1,13,0
283426,2,24,0
639833,68,84,0
497944,7,32,0
243684,153,168,0
73688,10,24,0
321033,2,16,0
336725,8,15,0
577953,150,169,0
155360,4,25,0
238940,6,18,0
505075,154,169,0
214821,642,666,0
53538,6,25,0
196044,107,117,0
317213,1,17,0
215352,165,192,0
529939,147,160,0
608189,0,26,0
181979,4,17,0
224827,3,13,0
70810,3,16,0
544911,8,13,0
223467,1,12,0
250008,7,18,0
678629,3,29,0
171358,8,18,0
315461,8,18,0
143373,10,20,0
613099,5,15,0
348594,5,31,0
303620,6,24,0
543314,7,24,0
277761,9,30,0
324159,0,21,0
4161,1,24,0
158418,0,18,0
281950,3,22,0
172160,2,29,0
652793,1,23,0
278464,3,29,0
312629,7,21,0
20466,2,11,0
226013,164,187,0
179584,2,22,0
614402,149,174,0
575788,9,17,0
381962,0,15,0
232407,4,22,0
182496,9,19,0
627459,2,23,0
323228,10,22,0
257812,0,13,0
243216,2,21,0
280575,5,24,0
256175,5,18,0
216033,7,32,0
179814,3,11,0
629132,2,16,0
494353,6,14,0
173176,131,150,0
33326,0,27,0
554385,200,213,0
336231,10,33,0
220400,8,30,0
262604,5,24,0
316263,5,34,0
681495,157,172,0
605002,10,19,0
455194,3,16,0
38957,5,22,0
312912,3,30,0
450107,188,212,0
221653,2,23,0
603604,9,12,0
153113,4,18,0
263729,3,32,0
183562,5,22,0
206137,9,13,0
205734,10,24,0
216046,3,29,0
56015,5,18,0
211127,2,25,0
512462,9,14,0
309438,10,18,0
263825,2,20,0
684873,6,25,0
221728,0,24,0
228502,7,12,0
38648,3,32,0
382982,7,17,0
226258,3,26,0
600571,190,203,0
598816,8,22,0
623913,176,191,0
164976,7,23,0
57396,10,33,0
58626,3,29,0
182302,2,11,0
607507,8,24,0
515263,5,11,0
611079,203,232,0
509690,0,19,0
624088,0,18,0
33726,10,17,0
454243,6,20,0
382673,3,13,0
310463,5,29,0
143372,9,24,0
136865,7,15,0
496750,10,28,0
479511,1,17,0
256175,5,22,0
162131,2,12,0
575788,9,21,0
262645,8,32,0
623370,5,17,0
629132,2,20,0
182496,9,23,0
412641,0,15,0
509582,0,20,0
17191,173,202,0
479511,1,19,0
196409,4,20,0
307693,10,11,0
623370,5,19,0
256175,5,24,0
393937,207,220,0
412641,0,17,0
280575,5,30,0
136865,7,17,0
629132,2,22,0
101278,1,29,0
182496,9,25,0
282570,7,11,0
143372,9,26,0
232872,6,12,0
575788,9,23,0
509582,0,22,0
162131,2,14,0
622434,10,31,0
58987,6,23,0
260181,3,28,0
678377,8,18,0
38456,6,21,0
678790,10,12,0
72337,9,29,0
270162,130,157,0
173255,3,25,0
324423,5,19,0
111965,0,13,0
260200,9,24,0
339213,0,20,0
319503,10,29,0
507979,158,185,0
324088,9,36,0
375224,215,229,0
283802,9,28,0
506923,6,15,0
99648,10,30,0
251049,275,293,0
279619,3,24,0
210973,10,30,0
251830,2,14,0
677198,166,181,0
143372,9,33,0
532322,7,16,0
412641,0,24,0
336221,10,18,0
479511,1,26,0
148017,188,210,0
316360,3,18,0
148612,3,18,0
575788,9,30,0
162131,2,21,0
528117,2,18,0
222918,10,16,0
136865,7,24,0
336242,7,11,0
256175,5,31,0
310856,142,160,0
623370,5,26,0
316431,3,17,0
182496,9,32,0
684879,9,16,0
223471,10,30,0
584675,431,448,0
382673,3,22,0
214922,9,14,0
143215,1,22,0
38444,2,13,0
251049,275,298,0
111965,0,18,0
99648,10,35,0
353885,8,31,0
684779,10,13,0
620190,4,13,0
38456,6,26,0
622434,10,36,0
112219,9,38,0
58856,1,13,0
210973,10,35,0
642638,5,24,0
684775,6,14,0
260200,9,29,0
251830,2,19,0
279619,3,29,0
654513,2,30,0
58987,6,28,0
38444,2,14,0
99648,10,36,0
642638,5,25,0
622434,10,37,0
654513,2,31,0
210973,10,36,0
214922,9,15,0
38456,6,27,0
58987,6,29,0
316711,2,30,0
251049,275,299,0
111965,0,19,0
620190,4,14,0
353885,8,32,0
143215,1,23,0
684779,10,14,0
684775,6,15,0
58856,1,14,0
38444,2,15,0
99648,10,37,0
316711,2,31,0
353885,8,33,0
143215,1,24,0
58856,1,15,0
210973,10,37,0
622434,10,38,0
684775,6,16,0
642638,5,26,0
684779,10,15,0
273431,9,21,0
38456,6,28,0
620190,4,15,0
214922,9,16,0
144571,3,32,0
272419,10,22,0
331879,4,31,0
64802,2,22,0
306733,6,30,0
307712,9,32,0
353096,4,16,0
277350,8,29,0
595447,7,19,0
675571,3,13,0
619566,8,31,0
516913,2,22,0
14181,8,22,0
636342,2,15,0
619735,10,19,0
513577,9,35,0
260434,7,26,0
216275,7,20,0
334343,10,19,0
72337,9,32,0
442575,5,16,0
143486,2,17,0
83119,9,27,0
446591,5,13,0
319503,10,32,0
276408,8,19,0
39307,4,32,0
260181,3,31,0
287845,161,180,0
320432,10,37,0
223258,3,14,0
684823,8,35,0
142378,9,15,0
70612,10,13,0
678377,8,21,0
64818,4,15,0
283802,9,31,0
476173,7,23,0
39404,6,32,0
578194,1,20,0
273507,7,21,0
511963,9,38,0
544186,8,24,0
620130,5,16,1
382660,9,13,0
9784,9,24,0
152856,7,11,0
309017,4,33,0
628089,6,26,1
338925,2,26,0
335549,10,37,0
38865,5,11,0
338345,3,24,0
235998,504,527,0
99635,8,37,0
476171,10,27,0
283431,6,16,0
620007,6,32,0
58987,6,33,0
111965,0,23,0
239779,9,15,0
16866,176,205,0
205576,76,100,0
324423,5,29,0
267717,3,16,0
143141,3,12,0
336130,9,11,0
173194,130,150,0
9523,138,158,0
319503,10,39,0
251830,2,24,0
613821,150,178,0
260200,9,34,0
203225,1,13,0
506923,6,25,0
38456,6,31,0
381464,8,31,0
354496,7,16,0
70612,10,25,0
179521,8,37,0
240734,0,19,0
279091,4,18,0
354496,7,21,0
267717,3,21,0
142378,9,27,0
243368,8,14,0
379497,179,196,0
446591,5,25,0
177167,5,12,0
64818,4,27,0
239779,9,20,0
442575,5,28,0
246508,10,16,0
324423,5,34,0
622530,2,11,0
223258,3,26,0
325403,6,13,0
57935,9,18,0
532078,0,14,0
278479,4,17,0
620335,3,18,0
223374,10,13,0
58878,2,20,0
116136,197,211,0
206156,8,26,0
273573,7,16,0
516426,3,13,0
383082,7,21,0
223468,178,207,0
238945,1,29,0
512593,7,14,0
182366,4,22,0
267672,8,26,0
209935,7,29,0
144453,8,34,0
308647,8,16,0
476651,3,11,0
278732,9,15,0
179809,10,21,0
321616,5,21,0
334343,10,31,0
9838,3,32,0
15740,3,29,0
255874,7,18,0
324098,7,24,0
377334,0,11,0
504533,6,19,0
616973,342,367,0
321785,10,22,0
202236,4,11,0
34679,162,177,0
58295,7,31,0
449965,88,107,0
335795,1,19,0
606764,9,17,0
307850,8,36,0
14012,177,199,0
292809,2,25,0
570230,10,32,0
278717,7,26,0
258284,2,21,0
142820,8,28,0
240752,8,34,0
240752,8,36,0
312209,5,31,0
258284,2,23,0
283800,197,220,1
278717,7,28,0
251779,10,12,0
33283,10,20,0
383095,5,27,0
226779,171,200,0
278479,4,20,0
476169,8,12,1
172362,7,26,0
153900,7,23,0
57935,9,21,0
263973,9,23,0
336139,1,17,0
270827,7,33,0
412498,9,24,0
269011,208,220,1
154135,0,20,0
507699,9,30,0
527926,51,54,0
322537,10,36,0
179297,1,17,0
503520,2,19,0
620052,357,369,1
34169,7,14,0
383047,7,12,0
382830,1,28,0
142820,8,30,0
337848,8,34,0
575790,3,14,0
313393,3,19,0
58889,7,35,1
192874,10,33,0
158547,3,13,0
578392,5,22,0
316382,1,14,0
33283,10,36,0
315973,5,22,0
314992,10,11,0
380760,5,34,0
597229,8,11,0
367417,10,24,0
317344,8,15,0
269707,9,24,0
164935,0,12,0
262606,2,30,0
532820,3,32,0
307207,149,162,0
335308,6,33,0
196411,1,20,0
316726,7,19,0
152557,0,21,0
70528,5,16,0
678093,0,21,0
423996,8,14,0
544437,10,26,0
615704,44,68,0
73241,10,23,0
623795,9,11,0
624577,157,170,0
508223,621,633,0
24142,193,219,1
36733,25,53,0
172362,7,31,0
608189,0,15,0
33413,0,25,0
150340,544,556,1
155360,4,14,0
678629,3,18,0
336139,1,22,0
319493,5,18,0
243001,583,595,0
507876,209,223,0
338776,5,14,0
653475,2,19,0
34169,7,28,0
383047,7,26,0
575790,3,28,0
684910,7,17,0
158547,3,27,0
172289,389,407,0
206268,8,15,0
67680,40,52,2
34603,2,16,0
277625,536,557,0
19804,5,15,0
174047,2,22,0
596570,8,29,0
111342,126,152,0
507876,209,224,0
383047,7,27,0
111342,126,153,0
172289,389,408,0
319493,5,19,0
19804,5,16,0
34603,2,17,0
158547,3,28,0
67680,40,53,2
212487,5,11,0
338776,5,15,0
277625,536,558,0
335850,0,11,0
374217,7,20,0
684910,7,18,0
243001,583,596,1
34169,7,29,0
317374,0,20,0
206268,8,16,0
205734,10,14,0
312912,3,20,0
311303,9,32,0
316263,5,24,0
677164,4,15,0
38957,5,12,0
211127,2,15,0
216046,3,19,0
143394,0,27,0
41471,7,35,0
684873,6,15,0
221728,0,14,0
183562,5,12,0
450107,188,202,0
221653,2,13,0
38648,3,22,0
111910,8,30,0
342741,1,21,0
263729,3,22,0
312482,0,28,0
73091,8,30,0
70528,5,22,0
423996,8,20,0
367417,10,30,0
615674,192,210,0
239111,1,11,0
321449,3,11,0
317374,0,27,0
317344,8,21,0
269707,9,30,0
544437,10,32,0
17345,12,16,0
339406,4,12,0
271970,6,13,0
2957,3,16,0
335850,0,18,0
237919,179,200,0
316726,7,25,0
374217,7,27,0
65542,1,22,0
343673,2,12,0
267645,6,21,0
136503,6,30,0
544911,8,34,0
598816,8,15,0
607507,8,17,0
100578,8,36,0
353481,7,26,0
353513,188,216,0
336725,8,36,0
374693,2,12,0
256027,4,22,0
164976,7,16,0
315803,132,145,0
142686,4,21,0
57396,10,26,0
622739,4,11,0
610288,1,15,0
277949,9,16,0
231554,4,28,0
478271,9,38,0
252589,10,27,0
353578,130,144,0
335591,2,13,0
268569,8,36,0
509443,7,22,0
239968,140,165,0
606699,180,204,1
591874,4,15,0
323208,6,20,0
232303,592,621,0
440141,10,20,0
310426,7,19,0
314817,2,12,0
338605,6,14,0
180376,30,37,0
252565,6,24,0
152557,341,369,0
649639,9,20,0
270816,5,31,0
472787,9,27,0
684813,2,13,0
516911,1,11,0
595559,0,21,0
6327,9,37,0
308524,10,14,0
228170,2,28,0
305112,9,12,0
440146,8,25,0
312894,0,15,0
662312,2,25,0
374983,5,17,0
337844,5,25,0
375094,8,24,0
511230,199,223,0
245262,154,165,0
623148,68,83,0
656335,0,18,0
179875,1,24,0
254038,4,12,0
676921,10,32,0
339224,2,31,0
293314,1,17,0
354486,2,24,0
270274,5,32,0
53856,4,33,0
370489,5,16,0
33329,6,32,0
143219,6,26,0
268478,0,22,0
182587,8,23,0
553989,200,220,0
541981,5,33,0
440185,2,27,0
213200,7,16,0
335693,8,15,0
335183,5,33,0
339436,5,24,0
317521,72,87,0
279136,5,11,0
143219,6,27,0
335693,8,16,0
288276,7,27,0
33329,6,33,0
335183,5,34,0
268478,0,23,0
339436,5,25,0
39758,8,11,0
141319,10,30,0
182587,8,24,0
370489,5,17,0
541981,5,34,0
440185,2,28,0
266970,378,400,0
240836,6,14,0
12792,8,25,0
336520,2,28,0
311303,9,28,0
662486,6,11,0
263729,3,18,0
312912,3,16,0
262368,5,13,0
577953,150,161,0
73091,8,26,0
215926,0,12,0
597033,199,215,0
111910,8,26,0
338496,7,23,0
24142,193,222,0
678629,3,21,0
38648,3,18,0
342741,1,17,0
539670,2,16,0
258150,2,27,0
255825,5,17,0
310907,0,16,0
507905,0,14,0
593994,0,24,0
39758,8,20,0
370489,5,26,0
288276,7,36,0
182587,8,33,0
641785,5,18,0
64885,3,20,0
193284,10,11,0
377522,0,12,0
339436,5,34,0
335693,8,25,0
279136,5,20,0
333470,10,35,0
177118,3,12,0
282491,9,38,0
641785,5,22,0
255825,5,21,0
528890,5,14,0
629597,6,24,0
324104,3,15,0
536687,9,18,0
136925,9,18,0
370489,5,30,0
310907,0,20,0
315753,4,12,0
177831,0,22,0
317214,8,17,0
375394,1,25,0
300800,8,23,0
507695,7,21,0
629616,10,37,0
539670,2,20,0
273636,7,21,0
63277,3,11,0
315753,4,28,0
508364,0,25,0
226810,1,23,0
501232,7,22,0
177118,3,28,0
315013,2,11,0
320286,1,16,0
192073,8,26,0
152714,220,240,0
358969,6,14,0
30790,2,17,0
277761,9,20,0
4161,1,14,0
174917,1,30,0
278464,3,19,0
324159,0,11,0
55837,4,29,0
652793,1,13,0
312629,7,11,0
172160,2,19,0
338343,4,27,0
281950,3,12,0
143103,3,22,0
145835,3,13,0
662352,6,31,0
543314,7,14,0
303620,6,14,0
348594,5,21,0
492667,1,24,0
216296,10,11,0
310318,3,14,0
72391,6,27,0
450508,5,22,0
267645,6,19,0
199491,5,27,0
199768,9,13,0
209126,5,23,0
185009,5,33,0
60643,10,15,0
270845,1,26,0
136503,6,28,0
609891,8,25,0
277191,198,227,0
216046,3,21,0
449162,359,383,0
68171,673,684,1
504764,188,208,0
176354,5,26,0
157521,9,33,0
240949,6,22,0
639102,3,27,0
279614,8,21,0
177229,3,24,0
619861,142,156,0
514848,5,32,0
109357,166,183,0
312205,2,21,0
172362,7,12,0
544337,1,24,0
143110,7,22,0
237325,1,26,0
280055,7,25,0
37353,187,213,0
179642,13,26,0
575888,5,22,0
335548,4,33,0
629629,239,265,1
38865,5,29,0
376319,8,11,1
152856,7,29,0
383051,6,22,0
269032,4,33,0
650042,3,31,0
181912,10,33,0
12792,8,11,0
73091,8,12,0
41471,7,17,0
336520,2,14,0
544910,1,19,0
614858,6,22,0
111910,8,12,0
311303,9,14,0
214614,0,25,0
185009,5,20,0
270845,1,13,0
174891,6,31,0
508737,3,31,0
138953,3,20,0
544911,8,19,0
515413,0,24,0
72391,6,14,0
136503,6,15,0
406475,86,98,0
223467,1,18,0
550265,197,223,0
634566,8,30,0
225158,9,21,0
609891,8,12,0
492667,1,11,0
38598,127,141,0
32103,192,211,0
152814,7,25,0
278927,125,136,0
357714,0,25,0
38534,7,22,0
216303,238,267,1
504100,9,25,0
651272,531,542,0
164941,3,21,0
38957,5,28,0
544849,9,24,0
662486,6,31,0
240836,6,34,0
371089,696,715,0
263825,2,26,0
619867,9,15,0
221653,2,29,0
566948,6,14,0
262368,5,33,0
58626,3,13,0
183562,5,28,0
110485,4,16,0
516334,10,14,0
238940,6,30,0
250008,7,30,0
206137,9,19,0
259080,154,173,0
182302,2,17,0
343673,2,25,0
593770,3,21,0
70581,1,14,0
315803,132,158,0
164976,7,29,0
600571,190,209,0
512037,10,14,0
623913,176,197,0
57396,10,39,0
374693,2,25,0
196561,122,141,0
267645,6,34,0
224987,10,20,0
648373,141,168,0
515263,5,17,0
269877,4,18,0
501212,10,15,0
450594,146,159,0
223467,179,207,0
357150,219,243,2
317202,2,31,0
626211,9,12,1
647730,2,13,0
173395,10,34,0
543374,5,29,0
619602,103,122,0
212842,498,512,0
336499,5,19,0
253656,194,218,0
152860,8,11,0
140774,1,24,0
335595,10,37,0
357151,331,357,2
175101,257,270,0
662701,0,21,0
271377,534,562,0
249950,2,15,0
9516,5,15,0
316014,7,25,0
336210,5,13,0
160871,6,20,0
17387,5,17,0
136382,2,13,0
206068,6,24,0
140953,6,34,1
648418,3,11,0
71612,10,12,0
267905,3,25,0
222815,4,28,0
506393,4,33,0
616982,124,138,0
257953,6,32,0
561488,7,26,0
513671,9,32,0
157812,1,24,0
240537,5,32,0
586644,10,18,0
73738,5,31,0
175715,2,31,0
651040,1,16,0
423998,6,32,0
17382,135,149,0
452179,170,183,0
662330,5,18,0
172599,166,185,0
200393,5,28,0
155350,10,24,0
183685,6,31,0
143022,0,18,0
260431,7,21,0
335613,10,32,0
316190,2,30,0
295844,3,28,0
422645,167,186,0
279710,5,14,0
546782,5,34,0
138952,0,21,0
72037,4,21,0
59272,165,194,0
336260,9,28,0
243530,9,37,0
365744,6,25,0
137197,10,26,0
336614,10,22,0
149391,9,33,0
193203,6,28,0
306516,2,20,0
311359,7,32,0
678092,5,14,0
653673,10,16,0
598388,175,187,0
251961,7,26,0
382689,1,24,0
326315,7,17,0
214050,7,19,1
243399,4,12,0
227062,2,18,0
336055,5,30,0
319716,1,23,0
343641,1,18,0
358583,4,16,0
228211,666,688,0
270035,6,24,0
545772,2,14,0
674777,6,18,0
282746,4,12,0
458194,6,30,0
165097,3,14,0
215466,678,692,0
24706,1,30,0
262932,1,12,1
211472,0,15,0
158716,7,25,0
684542,3,27,0
260199,8,14,0
256938,10,35,0
306339,4,31,0
310869,4,20,0
504097,10,36,0
141903,3,12,0
221508,3,23,0
73628,9,28,0
353801,6,20,0
382694,8,27,0
137323,8,32,0
501166,0,14,0
136310,4,17,0
476157,3,22,0
577368,5,13,0
107371,8,11,0
527969,60,80,0
287408,10,12,0
256728,0,18,0
242671,83,97,0
214864,7,27,0
512012,5,25,0
639328,7,27,0
476172,7,36,0
604096,8,24,0
310869,4,28,0
378934,7,36,0
270809,2,20,0
242671,83,99,0
270809,2,22,0
142960,144,166,0
501166,0,16,0
527969,60,82,0
107371,8,13,0
604096,8,26,0
335580,8,11,0
136310,4,19,0
512012,5,27,0
137323,8,34,0
412242,10,12,0
287408,10,14,0
476157,3,24,0
353801,6,22,0
553738,8,21,0
577368,5,15,0
214864,7,29,0
228730,5,20,0
382694,8,29,0
276589,8,12,0
247627,3,31,0
227044,3,29,0
312939,2,18,0
324826,5,29,0
33724,10,23,0
272977,9,18,0
223678,4,28,0
220954,154,178,0
196412,6,35,0
224901,10,15,0
216016,10,21,0
546375,156,167,0
544780,9,38,0
336642,143,169,0
489550,144,171,0
338924,4,24,0
17353,1,26,0
375968,151,173,0
615450,8,21,0
321719,8,18,0
176894,8,25,0
111281,6,13,0
282746,4,33,0
136310,4,30,0
260199,8,35,0
343796,0,15,0
459647,2,24,0
335662,1,23,0
211183,56,71,0
334666,2,24,0
170713,12,26,0
176221,5,22,0
242442,618,643,0
648373,1,23,0
69865,3,14,0
66730,0,20,0
111281,6,19,0
67420,5,16,0
622235,8,11,0
239307,0,21,0
211183,56,77,0
176221,5,28,0
577368,5,32,0
280614,6,25,0
144573,1,29,0
273060,5,11,0
335662,1,29,0
238141,201,220,0
287408,10,31,0
352690,9,35,0
321382,3,18,0
315988,1,27,0
258226,10,13,0
228070,10,25,0
656399,6,14,0
37396,480,493,0
226778,171,186,0
336225,8,34,0
190842,10,33,0
228870,0,26,0
182056,1,23,0
508151,2,26,0
170368,2,20,0
252596,8,29,0
674889,8,19,0
378734,2,30,0
70087,10,25,0
175797,6,17,0
319587,5,12,0
243290,2,23,0
271003,1,11,0
36965,8,22,0
278459,2,13,0
213733,1,19,0
507878,7,16,0
336603,10,28,0
253621,6,21,0
656399,6,31,0
142347,2,13,0
512003,296,314,0
111729,3,29,0
281195,188,215,0
597078,7,11,0
674889,8,36,0
570595,1,29,0
258226,10,30,0
243823,7,17,0
622689,1,14,0
573910,171,184,0
412659,188,201,0
392436,508,523,0
682833,6,21,0
322539,8,36,0
610087,671,693,0
382757,162,178,0
503805,3,22,0
267222,1,11,0
375415,10,14,0
254023,0,16,0
24140,194,221,1
318954,9,33,1
577515,7,31,0
226424,6,29,0
309957,8,33,0
183587,5,20,0
53608,2,11,0
504884,8,20,0
315134,9,17,0
577361,6,17,0
38651,9,19,0
663169,1,14,0
307723,3,30,0
348793,5,26,0
267905,185,199,0
33506,209,222,1
70587,10,32,0
255811,4,25,0
270768,0,12,0
252421,340,351,1
16864,52,77,0
527528,2,20,0
545738,1,13,0
280470,21,38,0
68899,8,18,0
193637,9,29,0
244360,0,23,0
204289,0,11,0
143310,1,21,0
145806,5,18,0
375415,10,34,0
279979,1,15,0
451154,8,11,0
143310,1,27,0
204289,0,17,0
623288,1,11,0
38651,9,36,0
244360,0,29,0
493675,2,25,0
335691,6,25,0
282567,6,11,0
192712,6,23,0
577361,6,34,0
527528,2,26,0
315134,9,34,0
545738,1,19,0
377507,8,13,0
142033,2,14,0
383545,3,22,0
256952,138,163,0
257408,7,20,0
165529,391,402,2
349340,8,36,0
39453,1,23,0
16869,647,664,0
272980,8,25,0
333009,9,35,0
158551,6,12,0
162689,10,19,0
516638,5,32,0
307692,1,27,0
141784,10,19,0
175227,2,21,0
315786,10,11,0
344369,5,33,0
343762,0,22,0
440138,8,28,0
226925,5,15,0
243071,5,34,0
336556,4,11,0
57880,4,19,0
316784,4,32,0
513064,10,25,0
72392,7,20,0
269796,7,32,0
214823,644,655,0
597523,27,55,0
34058,3,19,0
658982,9,25,0
315302,3,32,0
269710,3,20,0
111745,9,37,0
66122,9,23,0
257697,6,29,0
503006,1,14,0
238973,8,30,0
60881,8,16,0
263780,3,18,0
277552,4,27,0
307692,1,30,0
193740,9,16,0
269756,8,17,0
234278,5,33,0
223521,344,355,2
213590,10,29,0
259064,9,36,0
312136,0,11,0
278475,10,23,0
233339,150,176,0
316755,8,19,0
54531,4,29,0
354498,9,15,0
262980,1,28,0
262339,2,16,0
272980,8,30,0
269756,8,19,0
245261,123,137,0
263666,9,11,0
600014,160,182,0
262339,2,18,0
354498,9,17,0
193740,9,18,0
226925,5,20,0
223521,344,357,2
278475,10,25,0
312136,0,13,0
277552,4,29,0
277611,6,11,0
440138,8,33,0
237240,340,355,0
268547,3,19,0
58888,9,35,1
136566,7,26,0
544976,2,23,0
557926,1,16,0
582794,9,17,0
269760,217,228,0
622313,2,21,0
642288,5,17,0
259777,422,433,2
